order_item_id,order_id,product_id,quantity,unit_price,unit_cost,line_revenue,line_cost,line_margin
83,51,32,4,236.25,110.17,944.99,440.68,504.31
84,51,459,4,12.34,7.15,49.37,28.6,20.77
85,51,98,4,171.87,80.15,687.48,320.6,366.88
86,53,234,3,486.39,192.72,1459.17,578.16,881.01
87,55,245,4,62.46,38.48,249.83,153.92,95.91
88,55,290,1,189.6,127.81,189.6,127.81,61.79
89,56,136,2,195.36,120.86,390.72,241.72,149.0
90,56,96,1,52.96,43.18,52.96,43.18,9.78
91,56,119,4,96.01,54.47,384.06,217.88,166.18
92,56,374,2,65.6,48.82,131.2,97.64,33.56
93,56,274,3,279.27,134.02,837.81,402.06,435.75
94,58,126,4,186.68,93.64,746.71,374.56,372.15
95,58,439,1,145.78,82.45,145.78,82.45,63.33
96,58,275,1,316.11,175.95,316.11,175.95,140.16
97,58,495,3,121.94,89.59,365.83,268.77,97.06
98,58,64,2,354.69,177.28,709.38,354.56,354.82
99,59,80,1,168.71,105.68,168.71,105.68,63.03
100,59,474,1,28.84,25.55,28.84,25.55,3.29
101,59,377,3,289.97,129.63,869.92,388.89,481.03
102,59,357,1,244.2,99.9,244.2,99.9,144.3
103,59,407,3,267.92,164.07,803.77,492.21,311.56
104,60,194,2,192.06,81.53,384.12,163.06,221.06
105,60,110,3,41.03,22.79,123.09,68.37,54.72
106,60,52,2,206.68,83.88,413.36,167.76,245.6
107,60,103,1,284.76,172.39,284.76,172.39,112.37
108,60,101,3,86.73,60.0,260.2,180.0,80.2
109,62,388,3,368.35,154.21,1105.05,462.63,642.42
110,62,77,1,55.22,29.78,55.22,29.78,25.44
111,62,466,3,141.03,81.92,423.09,245.76,177.33
112,62,387,4,252.37,115.57,1009.48,462.28,547.2
113,63,337,3,16.29,8.58,48.87,25.74,23.13
114,63,62,3,221.03,145.88,663.1,437.64,225.46
115,65,63,3,93.97,39.54,281.92,118.62,163.3
116,65,308,1,118.51,103.96,118.51,103.96,14.55
117,65,279,3,176.05,118.25,528.14,354.75,173.39
118,65,30,2,423.28,186.29,846.56,372.58,473.98
119,66,69,2,246.43,106.07,492.85,212.14,280.71
120,67,496,4,359.12,146.66,1436.49,586.64,849.85
121,67,412,2,303.94,135.93,607.88,271.86,336.02
122,67,146,4,38.55,31.13,154.2,124.52,29.68
123,72,118,3,203.14,142.49,609.42,427.47,181.95
124,72,270,4,381.09,173.1,1524.35,692.4,831.95
125,72,395,4,187.24,106.22,748.97,424.88,324.09
126,72,467,4,41.81,30.96,167.22,123.84,43.38
127,73,324,4,136.88,67.54,547.5,270.16,277.34
128,73,348,2,252.68,120.69,505.35,241.38,263.97
129,73,121,2,267.7,118.76,535.4,237.52,297.88
130,73,444,4,127.99,66.18,511.97,264.72,247.25
131,75,69,1,240.29,106.07,240.29,106.07,134.22
132,76,309,3,382.63,196.33,1147.9,588.99,558.91
133,76,119,1,94.66,54.47,94.66,54.47,40.19
134,77,351,2,17.67,9.07,35.33,18.14,17.19
135,77,195,4,138.48,63.77,553.91,255.08,298.83
136,77,187,4,180.71,97.27,722.82,389.08,333.74
137,80,482,4,52.27,27.22,209.08,108.88,100.2
138,80,225,3,212.19,126.87,636.58,380.61,255.97
139,80,310,4,250.37,110.3,1001.46,441.2,560.26
140,80,61,3,272.17,130.8,816.51,392.4,424.11
141,80,365,1,194.05,172.31,194.05,172.31,21.74
142,82,182,1,157.95,103.98,157.95,103.98,53.97
143,82,5,1,154.68,124.27,154.68,124.27,30.41
144,82,145,1,240.17,193.75,240.17,193.75,46.42
145,83,176,3,187.0,162.14,560.99,486.42,74.57
146,83,53,2,87.45,36.52,174.89,73.04,101.85
147,83,349,2,108.28,47.75,216.55,95.5,121.05
148,83,10,4,393.03,193.3,1572.14,773.2,798.94
149,83,146,1,37.07,31.13,37.07,31.13,5.94
150,84,28,3,65.96,32.17,197.88,96.51,101.37
151,85,285,3,182.68,86.43,548.03,259.29,288.74
152,85,20,4,277.67,142.84,1110.67,571.36,539.31
153,85,20,4,291.93,142.84,1167.72,571.36,596.36
154,86,260,3,23.52,19.81,70.57,59.43,11.14
155,86,4,3,60.75,46.41,182.24,139.23,43.01
156,86,393,3,14.36,7.86,43.07,23.58,19.49
157,86,143,4,70.71,57.39,282.83,229.56,53.27
158,86,282,1,258.87,144.53,258.87,144.53,114.34
159,87,481,4,412.07,193.86,1648.3,775.44,872.86
160,87,352,2,177.75,131.81,355.51,263.62,91.89
161,87,339,1,265.98,109.18,265.98,109.18,156.8
162,87,414,4,236.32,173.25,945.29,693.0,252.29
163,89,214,4,296.04,174.63,1184.17,698.52,485.65
164,89,100,2,227.19,187.65,454.38,375.3,79.08
165,89,1,4,84.98,40.77,339.92,163.08,176.84
166,89,43,1,221.93,128.54,221.93,128.54,93.39
167,89,311,4,15.77,8.59,63.07,34.36,28.71
168,91,285,2,205.99,86.43,411.98,172.86,239.12
169,91,407,1,281.28,164.07,281.28,164.07,117.21
170,92,317,4,39.89,17.8,159.56,71.2,88.36
171,92,185,4,44.82,17.36,179.27,69.44,109.83
172,92,205,4,230.26,115.27,921.05,461.08,459.97
173,92,364,4,59.23,36.89,236.92,147.56,89.36
174,93,214,2,306.87,174.63,613.75,349.26,264.49
175,93,94,3,146.76,116.81,440.27,350.43,89.84
176,94,442,2,49.96,34.99,99.93,69.98,29.95
177,95,195,1,138.93,63.77,138.93,63.77,75.16
178,95,158,4,52.71,39.52,210.86,158.08,52.78
179,95,146,3,35.95,31.13,107.86,93.39,14.47
180,95,54,4,172.66,77.6,690.65,310.4,380.25
181,95,356,3,208.52,105.23,625.57,315.69,309.88
182,96,64,2,382.89,177.28,765.78,354.56,411.22
183,96,289,3,28.1,12.16,84.29,36.48,47.81
184,96,81,4,207.47,150.09,829.86,600.36,229.5
185,96,197,4,96.3,49.66,385.22,198.64,186.58
186,98,390,3,126.81,78.26,380.42,234.78,145.64
187,98,24,4,57.73,28.32,230.9,113.28,117.62
188,98,111,4,278.46,148.72,1113.85,594.88,518.97
189,98,437,4,255.05,175.3,1020.2,701.2,319.0
190,98,351,4,18.41,9.07,73.66,36.28,37.38
191,99,453,1,42.75,32.74,42.75,32.74,10.01
192,99,262,1,373.26,162.45,373.26,162.45,210.81
193,99,215,3,153.77,70.36,461.3,211.08,250.22
194,99,67,1,134.3,77.67,134.3,77.67,56.63
195,99,229,2,307.45,180.0,614.91,360.0,254.91
196,100,474,4,29.64,25.55,118.54,102.2,16.34
197,100,397,2,249.9,123.54,499.81,247.08,252.73
198,101,182,1,161.69,103.98,161.69,103.98,57.71
199,101,319,1,160.42,88.11,160.42,88.11,72.31
200,101,158,1,53.71,39.52,53.71,39.52,14.19
201,101,459,4,12.8,7.15,51.21,28.6,22.61
202,101,452,1,296.34,152.08,296.34,152.08,144.26
203,104,299,2,188.46,138.24,376.92,276.48,100.44
204,104,97,2,45.3,23.42,90.61,46.84,43.77
205,104,46,4,190.25,130.81,761.01,523.24,237.77
206,104,1,2,84.62,40.77,169.25,81.54,87.71
207,105,278,4,243.0,154.6,971.99,618.4,353.59
208,105,493,3,220.36,110.74,661.07,332.22,328.85
209,105,16,4,245.02,106.56,980.09,426.24,553.85
210,105,13,3,215.55,134.19,646.66,402.57,244.09
211,106,453,1,40.46,32.74,40.46,32.74,7.72
212,108,420,4,166.7,117.79,666.81,471.16,195.65
213,108,499,4,13.54,6.02,54.16,24.08,30.08
214,108,198,3,213.46,127.4,640.39,382.2,258.19
215,110,23,1,187.94,120.3,187.94,120.3,67.64
216,111,415,2,96.96,65.89,193.91,131.78,62.13
217,111,449,1,114.71,90.7,114.71,90.7,24.01
218,111,98,2,166.69,80.15,333.38,160.3,173.08
219,111,146,2,36.78,31.13,73.57,62.26,11.31
220,111,466,1,141.48,81.92,141.48,81.92,59.56
221,113,355,2,323.35,148.39,646.71,296.78,349.93
222,113,219,3,68.04,39.4,204.13,118.2,85.93
223,113,196,1,297.58,180.42,297.58,180.42,117.16
224,115,233,3,342.1,145.56,1026.31,436.68,589.63
225,116,227,1,169.34,98.81,169.34,98.81,70.53
226,116,273,3,161.01,83.87,483.04,251.61,231.43
227,116,426,3,183.37,75.77,550.12,227.31,322.81
228,117,427,4,158.02,118.19,632.07,472.76,159.31
229,117,375,1,118.3,103.91,118.3,103.91,14.39
230,117,390,3,120.48,78.26,361.44,234.78,126.66
231,117,55,2,62.94,36.36,125.87,72.72,53.15
232,118,199,1,232.26,109.02,232.26,109.02,123.24
233,118,192,2,48.15,36.91,96.3,73.82,22.48
234,118,2,4,43.45,24.5,173.8,98.0,75.8
235,120,274,1,287.26,134.02,287.26,134.02,153.24
236,120,344,1,355.28,174.84,355.28,174.84,180.44
237,120,160,3,181.67,139.63,545.01,418.89,126.12
238,120,173,3,176.3,116.3,528.91,348.9,180.01
239,122,336,2,36.32,25.46,72.65,50.92,21.73
240,122,494,2,43.46,34.56,86.92,69.12,17.8
241,122,439,4,145.09,82.45,580.35,329.8,250.55
242,122,138,1,74.29,58.31,74.29,58.31,15.98
243,124,368,4,299.5,166.63,1197.98,666.52,531.46
244,124,350,2,298.51,175.01,597.02,350.02,247.0
245,124,340,3,33.18,20.32,99.53,60.96,38.57
246,124,402,4,139.1,64.92,556.4,259.68,296.72
247,127,254,1,267.37,145.7,267.37,145.7,121.67
248,127,213,3,426.75,197.04,1280.26,591.12,689.14
249,128,64,3,349.89,177.28,1049.66,531.84,517.82
250,128,199,1,238.07,109.02,238.07,109.02,129.05
251,128,256,3,17.58,11.08,52.74,33.24,19.5
252,128,342,3,323.79,135.73,971.37,407.19,564.18
253,128,155,4,179.77,129.97,719.07,519.88,199.19
254,129,113,2,298.98,168.5,597.96,337.0,260.96
255,129,390,3,120.43,78.26,361.29,234.78,126.51
256,129,139,2,221.46,109.2,442.92,218.4,224.52
257,129,422,4,138.77,71.99,555.07,287.96,267.11
258,130,458,1,139.38,98.92,139.38,98.92,40.46
259,130,458,2,129.67,98.92,259.35,197.84,61.51
260,130,373,2,260.25,108.58,520.5,217.16,303.34
261,130,265,4,242.78,170.59,971.14,682.36,288.78
262,130,382,4,12.72,8.42,50.88,33.68,17.2
263,131,359,4,93.66,46.08,374.65,184.32,190.33
264,131,103,1,317.47,172.39,317.47,172.39,145.08
265,131,161,2,51.12,20.94,102.24,41.88,60.36
266,132,106,2,15.29,7.11,30.58,14.22,16.36
267,132,71,4,126.17,86.86,504.69,347.44,157.25
268,132,77,2,57.23,29.78,114.46,59.56,54.9
269,133,189,3,468.23,186.92,1404.69,560.76,843.93
270,133,364,1,57.49,36.89,57.49,36.89,20.6
271,134,453,4,45.08,32.74,180.33,130.96,49.37
272,135,282,1,285.75,144.53,285.75,144.53,141.22
273,135,479,3,163.51,135.13,490.54,405.39,85.15
274,136,346,2,237.0,111.78,474.0,223.56,250.44
275,136,499,1,12.71,6.02,12.71,6.02,6.69
276,136,460,1,295.8,159.12,295.8,159.12,136.68
277,136,297,3,36.02,21.96,108.05,65.88,42.17
278,136,431,2,83.64,34.72,167.28,69.44,97.84
279,137,45,3,154.75,137.13,464.26,411.39,52.87
280,137,18,1,146.64,110.83,146.64,110.83,35.81
281,138,50,3,344.4,193.26,1033.2,579.78,453.42
282,138,281,4,9.94,5.65,39.75,22.6,17.15
283,138,166,3,137.77,108.76,413.31,326.28,87.03
284,139,247,4,217.7,113.06,870.81,452.24,418.57
285,139,186,1,111.57,54.65,111.57,54.65,56.92
286,140,224,4,200.8,88.22,803.21,352.88,450.33
287,140,88,4,263.53,196.0,1054.11,784.0,270.11
288,140,25,1,78.28,51.02,78.28,51.02,27.26
289,140,429,3,187.1,92.82,561.3,278.46,282.84
290,143,103,3,274.79,172.39,824.38,517.17,307.21
291,143,385,1,48.27,25.79,48.27,25.79,22.48
292,147,278,1,254.8,154.6,254.8,154.6,100.2
293,147,111,2,279.59,148.72,559.18,297.44,261.74
294,147,381,1,77.27,39.54,77.27,39.54,37.73
295,148,434,1,173.8,143.21,173.8,143.21,30.59
296,148,359,1,91.9,46.08,91.9,46.08,45.82
297,148,491,3,199.82,146.95,599.47,440.85,158.62
298,148,159,3,172.64,74.42,517.92,223.26,294.66
299,150,221,1,14.16,7.55,14.16,7.55,6.61
300,150,139,1,242.46,109.2,242.46,109.2,133.26
301,150,372,4,141.23,110.28,564.94,441.12,123.82
302,150,395,3,179.86,106.22,539.57,318.66,220.91
303,152,282,1,282.95,144.53,282.95,144.53,138.42
304,152,276,1,22.43,9.15,22.43,9.15,13.28
305,153,24,4,55.99,28.32,223.97,113.28,110.69
306,153,140,2,358.32,154.95,716.65,309.9,406.75
307,154,416,4,157.53,81.23,630.11,324.92,305.19
308,154,467,4,40.01,30.96,160.05,123.84,36.21
309,154,375,4,136.37,103.91,545.47,415.64,129.83
310,154,291,3,271.42,199.01,814.25,597.03,217.22
311,154,43,1,248.39,128.54,248.39,128.54,119.85
312,156,53,3,89.66,36.52,268.99,109.56,159.43
313,156,173,3,178.58,116.3,535.74,348.9,186.84
314,156,435,3,89.93,75.23,269.79,225.69,44.1
315,156,482,1,46.82,27.22,46.82,27.22,19.6
316,156,262,1,379.95,162.45,379.95,162.45,217.5
317,157,16,3,247.34,106.56,742.01,319.68,422.33
318,157,355,1,324.92,148.39,324.92,148.39,176.53
319,157,422,2,144.24,71.99,288.48,143.98,144.5
320,157,309,3,367.94,196.33,1103.81,588.99,514.82
321,158,282,3,261.19,144.53,783.56,433.59,349.97
322,160,62,4,227.27,145.88,909.09,583.52,325.57
323,160,468,4,195.23,162.73,780.91,650.92,129.99
324,160,84,2,97.45,40.66,194.9,81.32,113.58
325,160,133,4,415.56,190.21,1662.23,760.84,901.39
326,160,394,2,254.97,153.07,509.93,306.14,203.79
327,162,214,2,306.06,174.63,612.12,349.26,262.86
328,162,79,4,201.07,108.61,804.28,434.44,369.84
329,162,139,4,219.23,109.2,876.94,436.8,440.14
330,163,439,2,155.58,82.45,311.16,164.9,146.26
331,163,457,1,178.64,83.94,178.64,83.94,94.7
332,163,10,3,426.81,193.3,1280.43,579.9,700.53
333,163,149,2,303.05,181.31,606.1,362.62,243.48
334,164,405,2,221.52,107.41,443.05,214.82,228.23
335,165,329,4,351.8,184.57,1407.2,738.28,668.92
336,166,65,3,223.17,112.79,669.51,338.37,331.14
337,166,435,1,89.92,75.23,89.92,75.23,14.69
338,166,202,1,161.6,71.71,161.6,71.71,89.89
339,166,63,3,98.15,39.54,294.46,118.62,175.84
340,167,217,1,110.66,72.54,110.66,72.54,38.12
341,167,297,4,37.66,21.96,150.64,87.84,62.8
342,167,449,2,117.08,90.7,234.16,181.4,52.76
343,167,453,2,40.46,32.74,80.91,65.48,15.43
344,169,225,3,202.06,126.87,606.19,380.61,225.58
345,169,144,4,299.45,155.6,1197.8,622.4,575.4
346,169,419,3,146.46,71.51,439.37,214.53,224.84
347,169,111,2,287.87,148.72,575.74,297.44,278.3
348,169,318,1,7.12,5.2,7.12,5.2,1.92
349,170,36,2,277.72,188.87,555.45,377.74,177.71
350,171,18,4,152.78,110.83,611.1,443.32,167.78
351,171,241,1,50.22,27.28,50.22,27.28,22.94
352,171,134,2,423.03,186.88,846.06,373.76,472.3
353,172,25,1,77.26,51.02,77.26,51.02,26.24
354,172,465,1,104.2,52.48,104.2,52.48,51.72
355,173,230,3,268.4,144.61,805.19,433.83,371.36
356,173,137,4,144.34,115.97,577.38,463.88,113.5
357,174,183,3,112.77,61.28,338.3,183.84,154.46
358,174,168,3,242.87,114.97,728.61,344.91,383.7
359,174,282,1,291.25,144.53,291.25,144.53,146.72
360,174,38,3,150.08,101.96,450.25,305.88,144.37
361,176,435,2,95.64,75.23,191.28,150.46,40.82
362,176,147,2,204.54,142.3,409.08,284.6,124.48
363,179,106,2,16.57,7.11,33.14,14.22,18.92
364,179,428,4,211.87,139.55,847.49,558.2,289.29
365,179,152,2,97.18,55.36,194.35,110.72,83.63
366,179,352,3,198.73,131.81,596.2,395.43,200.77
367,179,414,4,256.98,173.25,1027.93,693.0,334.93
368,180,456,3,215.27,126.66,645.82,379.98,265.84
369,181,495,1,113.69,89.59,113.69,89.59,24.1
370,181,326,1,170.41,96.95,170.41,96.95,73.46
371,182,466,2,143.28,81.92,286.57,163.84,122.73
372,182,232,3,229.77,160.98,689.31,482.94,206.37
373,182,304,1,255.84,186.37,255.84,186.37,69.47
374,183,498,1,236.27,139.14,236.27,139.14,97.13
375,183,323,4,115.87,82.53,463.49,330.12,133.37
376,183,164,4,286.06,153.19,1144.24,612.76,531.48
377,183,388,2,370.01,154.21,740.02,308.42,431.6
378,183,75,3,87.91,35.23,263.72,105.69,158.03
379,185,405,1,210.04,107.41,210.04,107.41,102.63
380,185,33,2,293.27,181.83,586.53,363.66,222.87
381,185,465,1,100.44,52.48,100.44,52.48,47.96
382,185,184,2,140.77,108.85,281.53,217.7,63.83
383,185,157,1,107.4,48.65,107.4,48.65,58.75
384,188,183,2,123.05,61.28,246.1,122.56,123.54
385,188,323,2,128.19,82.53,256.39,165.06,91.33
386,188,289,4,27.87,12.16,111.5,48.64,62.86
387,189,395,2,183.27,106.22,366.54,212.44,154.1
388,189,128,3,38.81,25.82,116.44,77.46,38.98
389,191,21,2,343.07,185.63,686.13,371.26,314.87
390,191,79,4,209.34,108.61,837.38,434.44,402.94
391,192,6,4,162.84,124.31,651.38,497.24,154.14
392,192,377,3,299.99,129.63,899.96,388.89,511.07
393,192,42,2,110.92,51.34,221.83,102.68,119.15
394,192,50,4,369.52,193.26,1478.07,773.04,705.03
395,193,76,4,14.08,10.95,56.3,43.8,12.5
396,193,428,4,197.61,139.55,790.43,558.2,232.23
397,193,216,1,49.66,27.28,49.66,27.28,22.38
398,195,393,4,15.73,7.86,62.93,31.44,31.49
399,195,277,4,251.75,186.86,1007.0,747.44,259.56
400,195,361,4,131.03,77.71,524.1,310.84,213.26
401,195,72,4,12.17,6.01,48.69,24.04,24.65
402,195,209,2,282.3,146.59,564.59,293.18,271.41
403,197,493,2,211.37,110.74,422.74,221.48,201.26
404,197,48,1,242.59,110.58,242.59,110.58,132.01
405,197,127,4,339.04,148.73,1356.17,594.92,761.25
406,197,169,4,70.13,28.35,280.52,113.4,167.12
407,198,186,2,105.46,54.65,210.91,109.3,101.61
408,201,457,1,160.77,83.94,160.77,83.94,76.83
409,201,328,1,303.46,153.4,303.46,153.4,150.06
410,202,424,4,341.17,176.62,1364.67,706.48,658.19
411,202,193,3,309.91,128.58,929.74,385.74,544.0
412,202,104,2,61.66,25.11,123.32,50.22,73.1
413,202,247,2,229.5,113.06,458.99,226.12,232.87
414,204,180,4,200.91,113.57,803.65,454.28,349.37
415,204,117,2,95.13,78.37,190.26,156.74,33.52
416,204,266,3,179.45,140.17,538.34,420.51,117.83
417,204,378,4,178.75,135.04,714.99,540.16,174.83
418,204,38,1,150.47,101.96,150.47,101.96,48.51
419,205,488,2,223.37,111.08,446.75,222.16,224.59
420,205,313,1,166.44,139.14,166.44,139.14,27.3
421,206,191,4,326.6,157.4,1306.42,629.6,676.82
422,206,137,3,154.38,115.97,463.13,347.91,115.22
423,207,457,3,169.15,83.94,507.45,251.82,255.63
424,207,269,4,47.71,27.48,190.83,109.92,80.91
425,207,393,1,15.76,7.86,15.76,7.86,7.9
426,208,255,3,339.33,134.42,1017.99,403.26,614.73
427,208,173,1,176.18,116.3,176.18,116.3,59.88
428,208,309,3,413.05,196.33,1239.14,588.99,650.15
429,208,237,2,196.46,87.18,392.92,174.36,218.56
430,208,319,4,159.77,88.11,639.09,352.44,286.65
431,209,23,2,190.71,120.3,381.41,240.6,140.81
432,210,55,1,69.28,36.36,69.28,36.36,32.92
433,211,395,4,182.65,106.22,730.59,424.88,305.71
434,211,113,3,286.55,168.5,859.64,505.5,354.14
435,211,166,2,152.77,108.76,305.53,217.52,88.01
436,211,156,1,211.21,97.42,211.21,97.42,113.79
437,212,309,3,404.21,196.33,1212.62,588.99,623.63
438,212,338,1,141.13,114.13,141.13,114.13,27.0
439,212,110,3,39.48,22.79,118.45,68.37,50.08
440,213,86,4,165.22,115.38,660.89,461.52,199.37
441,213,70,4,216.38,141.98,865.51,567.92,297.59
442,213,47,2,48.69,31.82,97.39,63.64,33.75
443,213,199,4,242.75,109.02,971.01,436.08,534.93
444,214,46,1,184.67,130.81,184.67,130.81,53.86
445,214,168,4,266.69,114.97,1066.76,459.88,606.88
446,215,385,1,53.3,25.79,53.3,25.79,27.51
447,215,157,3,99.69,48.65,299.08,145.95,153.13
448,215,265,4,240.65,170.59,962.59,682.36,280.23
449,217,481,1,440.91,193.86,440.91,193.86,247.05
450,217,403,3,258.7,144.94,776.11,434.82,341.29
451,217,463,4,117.21,56.84,468.85,227.36,241.49
452,217,417,3,119.86,58.54,359.59,175.62,183.97
453,217,202,1,153.78,71.71,153.78,71.71,82.07
454,219,263,1,124.56,91.97,124.56,91.97,32.59
455,219,174,2,207.8,187.07,415.61,374.14,41.47
456,220,409,2,260.85,120.74,521.7,241.48,280.22
457,220,471,4,290.24,178.43,1160.96,713.72,447.24
458,220,347,4,238.91,107.65,955.65,430.6,525.05
459,221,13,1,197.1,134.19,197.1,134.19,62.91
460,221,162,3,228.12,174.32,684.35,522.96,161.39
461,221,344,2,362.78,174.84,725.56,349.68,375.88
462,224,298,2,26.36,14.51,52.71,29.02,23.69
463,224,297,2,37.36,21.96,74.72,43.92,30.8
464,225,97,4,44.82,23.42,179.27,93.68,85.59
465,225,213,3,447.42,197.04,1342.27,591.12,751.15
466,225,354,2,331.99,192.35,663.97,384.7,279.27
467,225,312,1,78.53,40.0,78.53,40.0,38.53
468,226,130,3,109.24,75.27,327.71,225.81,101.9
469,228,345,3,211.72,124.39,635.16,373.17,261.99
470,228,1,2,92.11,40.77,184.22,81.54,102.68
471,228,130,3,114.5,75.27,343.5,225.81,117.69
472,228,496,1,331.0,146.66,331.0,146.66,184.34
473,232,312,4,80.19,40.0,320.75,160.0,160.75
474,232,456,1,239.28,126.66,239.28,126.66,112.62
475,235,405,2,217.16,107.41,434.32,214.82,219.5
476,235,439,2,164.17,82.45,328.34,164.9,163.44
477,235,57,4,145.89,68.45,583.55,273.8,309.75
478,235,498,1,227.63,139.14,227.63,139.14,88.49
479,237,179,2,202.77,100.7,405.53,201.4,204.13
480,237,57,2,151.66,68.45,303.33,136.9,166.43
481,239,227,3,173.4,98.81,520.19,296.43,223.76
482,239,421,3,266.73,130.83,800.2,392.49,407.71
483,239,112,4,68.77,32.88,275.1,131.52,143.58
484,239,148,4,139.93,73.36,559.72,293.44,266.28
485,239,269,1,46.74,27.48,46.74,27.48,19.26
486,240,270,2,367.87,173.1,735.74,346.2,389.54
487,240,351,1,18.82,9.07,18.82,9.07,9.75
488,240,220,4,134.65,65.74,538.59,262.96,275.63
489,240,228,4,94.28,70.2,377.13,280.8,96.33
490,240,428,2,196.24,139.55,392.47,279.1,113.37
491,242,47,3,53.41,31.82,160.22,95.46,64.76
492,243,262,1,366.87,162.45,366.87,162.45,204.42
493,243,211,3,91.11,78.01,273.34,234.03,39.31
494,244,264,3,265.25,129.6,795.76,388.8,406.96
495,247,238,1,90.31,55.59,90.31,55.59,34.72
