invoice_id,order_id,invoice_date,due_date,amount_due,tax,discount,total_amount,status
100,100,2023-01-07 03:00:00,2023-02-06 03:00:00,694.13,131.8847,29.08,796.9346999999999,unpaid
101,101,2023-01-08 04:00:00,2023-02-06 04:00:00,86.48,16.4312,26.67,76.2412,paid
102,102,2023-01-08 05:00:00,2023-02-15 05:00:00,314.94,59.8386,29.82,344.9586,paid
103,103,2023-01-06 06:00:00,2023-02-13 06:00:00,714.01,135.6619,18.3,831.3719000000001,partial
104,104,2023-01-06 07:00:00,2023-02-15 07:00:00,86.0,16.34,40.36,61.980000000000004,partial
105,105,2023-01-06 08:00:00,2023-02-11 08:00:00,590.53,112.2007,26.16,676.5707,paid
106,106,2023-01-08 09:00:00,2023-02-08 09:00:00,358.97,68.2043,5.84,421.33430000000004,paid
107,107,2023-01-08 10:00:00,2023-02-07 10:00:00,628.5,119.415,6.45,741.4649999999999,unpaid
108,108,2023-01-08 11:00:00,2023-02-10 11:00:00,64.83,12.3177,26.84,50.3077,unpaid
109,109,2023-01-06 12:00:00,2023-02-10 12:00:00,874.11,166.0809,46.83,993.3609,partial
110,110,2023-01-09 13:00:00,2023-02-16 13:00:00,974.02,185.0638,15.42,1143.6637999999998,unpaid
111,111,2023-01-07 14:00:00,2023-02-12 14:00:00,969.5,184.205,43.48,1110.225,unpaid
112,112,2023-01-09 15:00:00,2023-02-12 15:00:00,754.66,143.3854,38.2,859.8453999999999,partial
113,113,2023-01-08 16:00:00,2023-02-08 16:00:00,147.48,28.021199999999997,12.39,163.1112,unpaid
114,114,2023-01-08 17:00:00,2023-02-16 17:00:00,763.1,144.989,1.82,906.269,paid
115,115,2023-01-09 18:00:00,2023-02-15 18:00:00,44.1,8.379,5.09,47.388999999999996,unpaid
116,116,2023-01-08 19:00:00,2023-02-16 19:00:00,41.68,7.9192,36.42,13.179199999999994,partial
117,117,2023-01-07 20:00:00,2023-02-11 20:00:00,337.14,64.0566,9.98,391.21659999999997,paid
118,118,2023-01-08 21:00:00,2023-02-13 21:00:00,498.87,94.7853,18.56,575.0953000000001,unpaid
119,119,2023-01-07 22:00:00,2023-02-04 22:00:00,775.0,147.25,25.08,897.17,paid
120,120,2023-01-09 23:00:00,2023-02-12 23:00:00,689.63,131.0297,36.27,784.3897,paid
121,121,2023-01-10 00:00:00,2023-02-12 00:00:00,456.98,86.8262,5.66,538.1462,unpaid
122,122,2023-01-09 01:00:00,2023-02-10 01:00:00,288.15,54.74849999999999,20.32,322.57849999999996,unpaid
123,123,2023-01-08 02:00:00,2023-02-17 02:00:00,997.18,189.4642,24.25,1162.3942,partial
124,124,2023-01-09 03:00:00,2023-02-07 03:00:00,437.66,83.1554,27.04,493.77540000000005,partial
125,125,2023-01-07 04:00:00,2023-02-07 04:00:00,462.36,87.8484,40.92,509.28839999999997,paid
126,126,2023-01-07 05:00:00,2023-02-12 05:00:00,180.35,34.2665,8.58,206.0365,partial
127,127,2023-01-07 06:00:00,2023-02-09 06:00:00,798.91,151.7929,40.39,910.3129,paid
128,128,2023-01-07 07:00:00,2023-02-14 07:00:00,699.81,132.9639,34.64,798.1338999999999,paid
129,129,2023-01-09 08:00:00,2023-02-15 08:00:00,236.35,44.9065,27.79,253.46650000000002,partial
130,130,2023-01-07 09:00:00,2023-02-18 09:00:00,100.73,19.1387,34.98,84.8887,partial
131,131,2023-01-08 10:00:00,2023-02-11 10:00:00,686.89,130.5091,20.6,796.7991,partial
132,132,2023-01-10 11:00:00,2023-02-09 11:00:00,661.42,125.6698,6.92,780.1698,unpaid
133,133,2023-01-10 12:00:00,2023-02-12 12:00:00,287.79,54.6801,33.29,309.1801,paid
134,134,2023-01-07 13:00:00,2023-02-14 13:00:00,951.85,180.85150000000002,26.23,1106.4715,paid
135,135,2023-01-07 14:00:00,2023-02-14 14:00:00,168.04,31.927599999999998,31.97,167.9976,paid
136,136,2023-01-07 15:00:00,2023-02-08 15:00:00,443.69,84.3011,16.9,511.0911,partial
137,137,2023-01-09 16:00:00,2023-02-06 16:00:00,944.74,179.5006,45.34,1078.9006000000002,partial
138,138,2023-01-10 17:00:00,2023-02-07 17:00:00,431.33,81.9527,29.37,483.9127,partial
139,139,2023-01-07 18:00:00,2023-02-12 18:00:00,645.76,122.6944,4.27,764.1844,partial
140,140,2023-01-08 19:00:00,2023-02-19 19:00:00,409.64,77.8316,22.49,464.98159999999996,partial
141,141,2023-01-07 20:00:00,2023-02-15 20:00:00,288.73,54.858700000000006,37.82,305.7687,unpaid
142,142,2023-01-10 21:00:00,2023-02-17 21:00:00,984.3,187.017,39.71,1131.607,partial
143,143,2023-01-07 22:00:00,2023-02-11 22:00:00,421.15,80.0185,24.73,476.4385,paid
144,144,2023-01-10 23:00:00,2023-02-17 23:00:00,896.22,170.2818,44.74,1021.7618,partial
145,145,2023-01-08 00:00:00,2023-02-07 00:00:00,245.36,46.6184,13.38,278.5984,paid
146,146,2023-01-09 01:00:00,2023-02-11 01:00:00,228.84,43.4796,20.53,251.78959999999998,partial
147,147,2023-01-08 02:00:00,2023-02-14 02:00:00,50.51,9.5969,44.93,15.176899999999996,partial
148,148,2023-01-09 03:00:00,2023-02-20 03:00:00,658.63,125.1397,44.81,738.9597000000001,paid
149,149,2023-01-09 04:00:00,2023-02-09 04:00:00,381.16,72.4204,34.29,419.29040000000003,paid
150,150,2023-01-08 05:00:00,2023-02-14 05:00:00,867.07,164.7433,42.95,988.8633,paid
151,151,2023-01-09 06:00:00,2023-02-07 06:00:00,483.75,91.9125,4.44,571.2225,paid
152,152,2023-01-10 07:00:00,2023-02-07 07:00:00,968.83,184.07770000000002,43.25,1109.6577,unpaid
153,153,2023-01-08 08:00:00,2023-02-14 08:00:00,201.82,38.3458,16.03,224.1358,paid
154,154,2023-01-08 09:00:00,2023-02-17 09:00:00,871.25,165.5375,8.92,1027.8674999999998,partial
155,155,2023-01-09 10:00:00,2023-02-12 10:00:00,781.06,148.4014,11.97,917.4913999999999,partial
156,156,2023-01-09 11:00:00,2023-02-12 11:00:00,775.5,147.345,20.9,901.945,unpaid
157,157,2023-01-08 12:00:00,2023-02-06 12:00:00,847.89,161.0991,12.56,996.4291000000001,paid
158,158,2023-01-10 13:00:00,2023-02-18 13:00:00,765.8,145.50199999999998,16.03,895.2719999999999,partial
159,159,2023-01-09 14:00:00,2023-02-16 14:00:00,633.7,120.403,6.75,747.3530000000001,unpaid
160,160,2023-01-09 15:00:00,2023-02-11 15:00:00,148.62,28.2378,14.81,162.0478,partial
161,161,2023-01-11 16:00:00,2023-02-18 16:00:00,51.88,9.8572,28.61,33.1272,unpaid
162,162,2023-01-10 17:00:00,2023-02-12 17:00:00,922.43,175.2617,22.09,1075.6017,unpaid
163,163,2023-01-10 18:00:00,2023-02-16 18:00:00,624.32,118.62080000000002,17.34,725.6008,paid
164,164,2023-01-08 19:00:00,2023-02-19 19:00:00,800.61,152.1159,37.32,915.4059,unpaid
165,165,2023-01-10 20:00:00,2023-02-11 20:00:00,491.89,93.45909999999999,44.68,540.6691000000001,partial
166,166,2023-01-08 21:00:00,2023-02-11 21:00:00,134.96,25.642400000000002,37.84,122.76240000000001,partial
167,167,2023-01-11 22:00:00,2023-02-07 22:00:00,142.68,27.1092,16.6,153.1892,paid
168,168,2023-01-10 23:00:00,2023-02-11 23:00:00,691.85,131.4515,37.22,786.0815,paid
169,169,2023-01-10 00:00:00,2023-02-10 00:00:00,441.7,83.923,7.6,518.023,unpaid
170,170,2023-01-12 01:00:00,2023-02-15 01:00:00,216.51,41.1369,6.52,251.12689999999995,paid
171,171,2023-01-09 02:00:00,2023-02-21 02:00:00,501.76,95.3344,17.28,579.8144,partial
172,172,2023-01-12 03:00:00,2023-02-18 03:00:00,82.92,15.754800000000001,40.39,58.284800000000004,partial
173,173,2023-01-09 04:00:00,2023-02-07 04:00:00,590.33,112.16270000000002,12.32,690.1727,paid
174,174,2023-01-12 05:00:00,2023-02-19 05:00:00,283.61,53.88590000000001,3.16,334.3359,paid
175,175,2023-01-09 06:00:00,2023-02-14 06:00:00,801.61,152.3059,6.59,947.3258999999999,paid
176,176,2023-01-11 07:00:00,2023-02-11 07:00:00,324.15,61.588499999999996,42.94,342.7985,unpaid
177,177,2023-01-10 08:00:00,2023-02-07 08:00:00,466.12,88.5628,31.69,522.9928,unpaid
178,178,2023-01-09 09:00:00,2023-02-10 09:00:00,31.39,5.9641,12.66,24.694100000000002,partial
179,179,2023-01-12 10:00:00,2023-02-07 10:00:00,91.0,17.29,27.76,80.52999999999999,unpaid
180,180,2023-01-09 11:00:00,2023-02-12 11:00:00,404.64,76.88159999999999,26.38,455.1416,unpaid
181,181,2023-01-09 12:00:00,2023-02-08 12:00:00,490.34,93.1646,32.77,550.7346,unpaid
182,182,2023-01-09 13:00:00,2023-02-21 13:00:00,608.02,115.5238,11.66,711.8838,unpaid
183,183,2023-01-12 14:00:00,2023-02-11 14:00:00,305.83,58.107699999999994,43.22,320.7176999999999,partial
184,184,2023-01-10 15:00:00,2023-02-13 15:00:00,701.08,133.20520000000002,15.47,818.8152,paid
185,185,2023-01-11 16:00:00,2023-02-08 16:00:00,862.92,163.9548,34.71,992.1648,partial
186,186,2023-01-10 17:00:00,2023-02-12 17:00:00,784.25,149.0075,0.81,932.4475,unpaid
187,187,2023-01-09 18:00:00,2023-02-12 18:00:00,58.83,11.1777,18.63,51.377700000000004,paid
188,188,2023-01-12 19:00:00,2023-02-11 19:00:00,490.9,93.271,17.59,566.5809999999999,paid
189,189,2023-01-10 20:00:00,2023-02-11 20:00:00,122.83,23.3377,27.17,118.9977,paid
190,190,2023-01-09 21:00:00,2023-02-20 21:00:00,257.2,48.867999999999995,3.64,302.428,partial
191,191,2023-01-11 22:00:00,2023-02-09 22:00:00,986.93,187.5167,39.51,1134.9367,paid
192,192,2023-01-11 23:00:00,2023-02-21 23:00:00,159.65,30.3335,10.89,179.0935,partial
193,193,2023-01-12 00:00:00,2023-02-17 00:00:00,508.91,96.69290000000001,33.85,571.7529000000001,partial
194,194,2023-01-10 01:00:00,2023-02-22 01:00:00,625.79,118.9001,40.16,704.5301,unpaid
195,195,2023-01-13 02:00:00,2023-02-17 02:00:00,708.42,134.5998,28.09,814.9297999999999,unpaid
196,196,2023-01-11 03:00:00,2023-02-18 03:00:00,568.46,108.0074,37.04,639.4274,paid
197,197,2023-01-12 04:00:00,2023-02-19 04:00:00,29.58,5.6202,33.09,2.110199999999992,paid
198,198,2023-01-10 05:00:00,2023-02-09 05:00:00,339.93,64.58670000000001,17.78,386.73670000000004,unpaid
199,199,2023-01-10 06:00:00,2023-02-14 06:00:00,527.36,100.1984,40.44,587.1184000000001,partial
200,200,2023-01-11 07:00:00,2023-02-08 07:00:00,106.11,20.1609,14.74,111.5309,partial
201,201,2023-01-12 08:00:00,2023-02-13 08:00:00,363.61,69.08590000000001,28.56,404.13590000000005,unpaid
202,202,2023-01-10 09:00:00,2023-02-13 09:00:00,52.54,9.9826,37.27,25.252599999999994,partial
203,203,2023-01-11 10:00:00,2023-02-10 10:00:00,97.01,18.431900000000002,18.95,96.4919,unpaid
204,204,2023-01-13 11:00:00,2023-02-09 11:00:00,408.98,77.70620000000001,15.14,471.54620000000006,unpaid
205,205,2023-01-13 12:00:00,2023-02-19 12:00:00,150.06,28.511400000000002,22.97,155.6014,paid
206,206,2023-01-13 13:00:00,2023-02-09 13:00:00,576.19,109.47610000000002,40.9,644.7661,paid
207,207,2023-01-12 14:00:00,2023-02-21 14:00:00,695.68,132.17919999999998,46.5,781.3591999999999,unpaid
208,208,2023-01-11 15:00:00,2023-02-20 15:00:00,804.57,152.8683,27.25,930.1883,paid
209,209,2023-01-11 16:00:00,2023-02-16 16:00:00,216.15,41.0685,33.07,224.1485,unpaid
210,210,2023-01-10 17:00:00,2023-02-18 17:00:00,184.13,34.9847,45.16,173.9547,partial
211,211,2023-01-10 18:00:00,2023-02-12 18:00:00,122.48,23.2712,4.93,140.8212,partial
212,212,2023-01-10 19:00:00,2023-02-14 19:00:00,643.7,122.30300000000001,11.6,754.403,partial
213,213,2023-01-11 20:00:00,2023-02-19 20:00:00,712.35,135.3465,35.45,812.2465,partial
214,214,2023-01-10 21:00:00,2023-02-12 21:00:00,50.95,9.6805,41.19,19.440500000000007,unpaid
215,215,2023-01-11 22:00:00,2023-02-14 22:00:00,937.49,178.1231,42.85,1072.7631000000001,partial
216,216,2023-01-11 23:00:00,2023-02-20 23:00:00,70.93,13.476700000000001,20.76,63.646699999999996,partial
217,217,2023-01-14 00:00:00,2023-02-12 00:00:00,550.47,104.58930000000001,4.47,650.5893,partial
218,218,2023-01-11 01:00:00,2023-02-16 01:00:00,714.88,135.8272,21.89,828.8172000000001,partial
219,219,2023-01-14 02:00:00,2023-02-21 02:00:00,873.55,165.9745,11.54,1027.9845,unpaid
220,220,2023-01-13 03:00:00,2023-02-19 03:00:00,719.81,136.76389999999998,14.56,842.0138999999999,partial
221,221,2023-01-13 04:00:00,2023-02-22 04:00:00,805.69,153.08110000000002,38.61,920.1611,paid
222,222,2023-01-13 05:00:00,2023-02-18 05:00:00,352.66,67.00540000000001,3.78,415.88540000000006,paid
223,223,2023-01-12 06:00:00,2023-02-21 06:00:00,818.53,155.5207,41.38,932.6707,paid
224,224,2023-01-12 07:00:00,2023-02-19 07:00:00,98.51,18.716900000000003,21.38,95.8469,paid
225,225,2023-01-12 08:00:00,2023-02-18 08:00:00,896.92,170.41479999999999,29.8,1037.5348,paid
226,226,2023-01-11 09:00:00,2023-02-15 09:00:00,556.64,105.7616,4.48,657.9216,paid
227,227,2023-01-14 10:00:00,2023-02-18 10:00:00,820.95,155.9805,16.87,960.0605,unpaid
228,228,2023-01-12 11:00:00,2023-02-23 11:00:00,463.27,88.0213,4.49,546.8013,paid
229,229,2023-01-14 12:00:00,2023-02-13 12:00:00,650.71,123.6349,48.08,726.2649,partial
230,230,2023-01-14 13:00:00,2023-02-19 13:00:00,535.87,101.81530000000001,40.36,597.3253,paid
231,231,2023-01-14 14:00:00,2023-02-14 14:00:00,736.96,140.0224,22.98,854.0024000000001,unpaid
232,232,2023-01-11 15:00:00,2023-02-13 15:00:00,100.0,19.0,11.18,107.82,paid
233,233,2023-01-11 16:00:00,2023-02-15 16:00:00,79.15,15.0385,46.67,47.5185,partial
234,234,2023-01-13 17:00:00,2023-02-20 17:00:00,262.16,49.81040000000001,17.23,294.7404,partial
235,235,2023-01-13 18:00:00,2023-02-10 18:00:00,176.35,33.5065,8.05,201.80649999999997,unpaid
236,236,2023-01-14 19:00:00,2023-02-13 19:00:00,874.35,166.1265,28.16,1012.3165,unpaid
237,237,2023-01-13 20:00:00,2023-02-23 20:00:00,234.83,44.617700000000006,47.19,232.2577,unpaid
238,238,2023-01-14 21:00:00,2023-02-18 21:00:00,976.35,185.50650000000002,0.19,1161.6665,unpaid
239,239,2023-01-11 22:00:00,2023-02-23 22:00:00,350.16,66.5304,11.91,404.7804,paid
240,240,2023-01-11 23:00:00,2023-02-11 23:00:00,198.48,37.7112,46.92,189.27119999999996,paid
241,241,2023-01-12 00:00:00,2023-02-18 00:00:00,793.9,150.841,8.55,936.191,partial
242,242,2023-01-13 01:00:00,2023-02-22 01:00:00,665.53,126.4507,5.66,786.3207,unpaid
243,243,2023-01-15 02:00:00,2023-02-15 02:00:00,508.23,96.56370000000001,28.51,576.2837000000001,unpaid
244,244,2023-01-12 03:00:00,2023-02-22 03:00:00,564.26,107.2094,43.09,628.3793999999999,paid
245,245,2023-01-15 04:00:00,2023-02-19 04:00:00,724.82,137.7158,23.86,838.6758000000001,unpaid
246,246,2023-01-14 05:00:00,2023-02-12 05:00:00,243.89,46.339099999999995,49.73,240.49909999999997,partial
247,247,2023-01-14 06:00:00,2023-02-16 06:00:00,996.41,189.3179,33.96,1151.7678999999998,partial
248,248,2023-01-12 07:00:00,2023-02-13 07:00:00,975.3,185.307,3.7,1156.907,unpaid
249,249,2023-01-15 08:00:00,2023-02-23 08:00:00,657.32,124.89080000000001,49.64,732.5708000000001,partial
250,250,2023-01-12 09:00:00,2023-02-12 09:00:00,215.55,40.9545,20.39,236.11450000000002,partial
251,251,2023-01-14 10:00:00,2023-02-17 10:00:00,686.62,130.4578,14.37,802.7078,paid
252,252,2023-01-12 11:00:00,2023-02-22 11:00:00,90.75,17.2425,27.89,80.1025,partial
253,253,2023-01-15 12:00:00,2023-02-13 12:00:00,50.04,9.5076,15.22,44.327600000000004,unpaid
254,254,2023-01-14 13:00:00,2023-02-20 13:00:00,272.53,51.780699999999996,4.32,319.9907,unpaid
255,255,2023-01-13 14:00:00,2023-02-10 14:00:00,473.37,89.94030000000001,0.07,563.2402999999999,partial
256,256,2023-01-14 15:00:00,2023-02-15 15:00:00,870.91,165.4729,22.48,1013.9029,unpaid
257,257,2023-01-13 16:00:00,2023-02-19 16:00:00,732.63,139.1997,41.84,829.9897,paid
258,258,2023-01-12 17:00:00,2023-02-20 17:00:00,747.85,142.0915,28.62,861.3215,partial
259,259,2023-01-12 18:00:00,2023-02-20 18:00:00,436.98,83.0262,49.96,470.04620000000006,partial
260,260,2023-01-15 19:00:00,2023-02-10 19:00:00,359.02,68.21379999999999,14.34,412.8938,partial
