gl_id,account_id,transaction_date,amount
54,2000,2023-01-06 02:00:00,648.7737
55,4000,2023-01-06 03:00:00,673.5252
56,2000,2023-01-06 03:00:00,673.5252
57,4000,2023-01-03 04:00:00,682.0212
58,2000,2023-01-03 04:00:00,682.0212
59,4000,2023-01-03 05:00:00,88.41539999999999
60,2000,2023-01-03 05:00:00,88.41539999999999
61,4000,2023-01-05 06:00:00,1019.3628999999999
62,2000,2023-01-05 06:00:00,1019.3628999999999
63,4000,2023-01-05 07:00:00,288.46510000000006
64,2000,2023-01-05 07:00:00,288.46510000000006
65,4000,2023-01-05 08:00:00,128.52479999999997
66,2000,2023-01-05 08:00:00,128.52479999999997
67,4000,2023-01-04 09:00:00,1059.8043
68,2000,2023-01-04 09:00:00,1059.8043
69,4000,2023-01-05 10:00:00,1134.5126
70,2000,2023-01-05 10:00:00,1134.5126
71,4000,2023-01-06 11:00:00,1016.6991
72,2000,2023-01-06 11:00:00,1016.6991
73,4000,2023-01-04 12:00:00,934.3927
74,2000,2023-01-04 12:00:00,934.3927
75,4000,2023-01-05 13:00:00,743.5366
76,2000,2023-01-05 13:00:00,743.5366
77,4000,2023-01-04 14:00:00,643.2096
78,2000,2023-01-04 14:00:00,643.2096
79,4000,2023-01-06 15:00:00,94.89750000000001
80,2000,2023-01-06 15:00:00,94.89750000000001
81,4000,2023-01-05 16:00:00,490.7132
82,2000,2023-01-05 16:00:00,490.7132
83,4000,2023-01-06 17:00:00,418.17370000000005
84,2000,2023-01-06 17:00:00,418.17370000000005
85,4000,2023-01-06 18:00:00,278.3564
86,2000,2023-01-06 18:00:00,278.3564
87,4000,2023-01-06 19:00:00,854.0205000000001
88,2000,2023-01-06 19:00:00,854.0205000000001
89,4000,2023-01-05 20:00:00,577.3524
90,2000,2023-01-05 20:00:00,577.3524
91,4000,2023-01-03 21:00:00,114.0117
92,2000,2023-01-03 21:00:00,114.0117
93,4000,2023-01-05 22:00:00,252.61819999999997
94,2000,2023-01-05 22:00:00,252.61819999999997
95,4000,2023-01-06 23:00:00,795.4721000000001
96,2000,2023-01-06 23:00:00,795.4721000000001
97,4000,2023-01-06 00:00:00,105.3659
98,2000,2023-01-06 00:00:00,105.3659
99,4000,2023-01-07 01:00:00,994.3741999999999
100,2000,2023-01-07 01:00:00,994.3741999999999
101,4000,2023-01-04 02:00:00,584.5255999999999
102,2000,2023-01-04 02:00:00,584.5255999999999
103,4000,2023-01-05 03:00:00,558.1643
104,2000,2023-01-05 03:00:00,558.1643
105,4000,2023-01-04 04:00:00,685.3864
106,2000,2023-01-04 04:00:00,685.3864
107,4000,2023-01-04 05:00:00,985.1261000000001
108,2000,2023-01-04 05:00:00,985.1261000000001
109,4000,2023-01-05 06:00:00,391.36150000000004
110,2000,2023-01-05 06:00:00,391.36150000000004
111,4000,2023-01-06 07:00:00,778.8574000000001
112,2000,2023-01-06 07:00:00,778.8574000000001
113,4000,2023-01-05 08:00:00,665.2498
114,2000,2023-01-05 08:00:00,665.2498
115,4000,2023-01-06 09:00:00,332.5611
116,2000,2023-01-06 09:00:00,332.5611
117,4000,2023-01-06 10:00:00,1010.7113999999999
118,2000,2023-01-06 10:00:00,1010.7113999999999
119,4000,2023-01-07 11:00:00,906.0012
120,2000,2023-01-07 11:00:00,906.0012
121,4000,2023-01-07 12:00:00,779.6732
122,2000,2023-01-07 12:00:00,779.6732
123,4000,2023-01-05 13:00:00,999.5683000000001
124,2000,2023-01-05 13:00:00,999.5683000000001
125,4000,2023-01-04 14:00:00,1026.0505
126,2000,2023-01-04 14:00:00,1026.0505
127,4000,2023-01-05 15:00:00,821.048
128,2000,2023-01-05 15:00:00,821.048
129,4000,2023-01-06 16:00:00,992.1813
130,2000,2023-01-06 16:00:00,992.1813
131,4000,2023-01-07 17:00:00,819.3788000000001
132,2000,2023-01-07 17:00:00,819.3788000000001
133,4000,2023-01-05 18:00:00,782.1325999999999
134,2000,2023-01-05 18:00:00,782.1325999999999
135,4000,2023-01-05 19:00:00,717.2156
136,2000,2023-01-05 19:00:00,717.2156
137,4000,2023-01-07 20:00:00,882.2953999999999
138,2000,2023-01-07 20:00:00,882.2953999999999
139,4000,2023-01-07 21:00:00,187.75170000000003
140,2000,2023-01-07 21:00:00,187.75170000000003
141,4000,2023-01-07 22:00:00,1022.9575000000001
142,2000,2023-01-07 22:00:00,1022.9575000000001
143,4000,2023-01-06 23:00:00,1040.2579
144,2000,2023-01-06 23:00:00,1040.2579
145,4000,2023-01-08 00:00:00,53.9754
146,2000,2023-01-08 00:00:00,53.9754
147,4000,2023-01-05 01:00:00,942.807
148,2000,2023-01-05 01:00:00,942.807
149,4000,2023-01-06 02:00:00,170.1951
150,2000,2023-01-06 02:00:00,170.1951
151,4000,2023-01-08 03:00:00,379.2798
152,2000,2023-01-08 03:00:00,379.2798
153,4000,2023-01-08 04:00:00,844.8815999999999
154,2000,2023-01-08 04:00:00,844.8815999999999
155,4000,2023-01-07 05:00:00,197.74259999999998
156,2000,2023-01-07 05:00:00,197.74259999999998
157,4000,2023-01-07 06:00:00,959.1959
158,2000,2023-01-07 06:00:00,959.1959
159,4000,2023-01-06 07:00:00,965.7831
160,2000,2023-01-06 07:00:00,965.7831
161,4000,2023-01-05 08:00:00,571.5208
162,2000,2023-01-05 08:00:00,571.5208
163,4000,2023-01-06 09:00:00,-15.8506
164,2000,2023-01-06 09:00:00,-15.8506
165,4000,2023-01-08 10:00:00,321.567
166,2000,2023-01-08 10:00:00,321.567
167,4000,2023-01-05 11:00:00,738.9321
168,2000,2023-01-05 11:00:00,738.9321
169,4000,2023-01-05 12:00:00,1134.5964
170,2000,2023-01-05 12:00:00,1134.5964
171,4000,2023-01-05 13:00:00,740.1042
172,2000,2023-01-05 13:00:00,740.1042
173,4000,2023-01-05 14:00:00,303.2459
174,2000,2023-01-05 14:00:00,303.2459
175,4000,2023-01-06 15:00:00,760.7227
176,2000,2023-01-06 15:00:00,760.7227
177,4000,2023-01-07 16:00:00,643.9861000000001
178,2000,2023-01-07 16:00:00,643.9861000000001
179,4000,2023-01-07 17:00:00,893.7275
180,2000,2023-01-07 17:00:00,893.7275
181,4000,2023-01-08 18:00:00,125.85959999999999
182,2000,2023-01-08 18:00:00,125.85959999999999
183,4000,2023-01-07 19:00:00,896.2338999999998
184,2000,2023-01-07 19:00:00,896.2338999999998
185,4000,2023-01-07 20:00:00,635.8236
186,2000,2023-01-07 20:00:00,635.8236
187,4000,2023-01-07 21:00:00,1104.1187
188,2000,2023-01-07 21:00:00,1104.1187
189,4000,2023-01-07 22:00:00,385.03569999999996
190,2000,2023-01-07 22:00:00,385.03569999999996
191,4000,2023-01-08 23:00:00,747.9443
192,2000,2023-01-08 23:00:00,747.9443
193,4000,2023-01-07 00:00:00,1104.8540999999998
194,2000,2023-01-07 00:00:00,1104.8540999999998
195,4000,2023-01-06 01:00:00,130.7474
196,2000,2023-01-06 01:00:00,130.7474
197,4000,2023-01-08 02:00:00,1070.7512000000002
198,2000,2023-01-08 02:00:00,1070.7512000000002
199,4000,2023-01-07 03:00:00,796.9346999999999
200,2000,2023-01-07 03:00:00,796.9346999999999
201,4000,2023-01-08 04:00:00,76.2412
202,2000,2023-01-08 04:00:00,76.2412
203,4000,2023-01-08 05:00:00,344.9586
204,2000,2023-01-08 05:00:00,344.9586
205,4000,2023-01-06 06:00:00,831.3719000000001
206,2000,2023-01-06 06:00:00,831.3719000000001
207,4000,2023-01-06 07:00:00,61.980000000000004
208,2000,2023-01-06 07:00:00,61.980000000000004
209,4000,2023-01-06 08:00:00,676.5707
210,2000,2023-01-06 08:00:00,676.5707
211,4000,2023-01-08 09:00:00,421.33430000000004
212,2000,2023-01-08 09:00:00,421.33430000000004
213,4000,2023-01-08 10:00:00,741.4649999999999
214,2000,2023-01-08 10:00:00,741.4649999999999
215,4000,2023-01-08 11:00:00,50.3077
216,2000,2023-01-08 11:00:00,50.3077
217,4000,2023-01-06 12:00:00,993.3609
218,2000,2023-01-06 12:00:00,993.3609
219,4000,2023-01-09 13:00:00,1143.6637999999998
220,2000,2023-01-09 13:00:00,1143.6637999999998
221,4000,2023-01-07 14:00:00,1110.225
222,2000,2023-01-07 14:00:00,1110.225
223,4000,2023-01-09 15:00:00,859.8453999999999
224,2000,2023-01-09 15:00:00,859.8453999999999
225,4000,2023-01-08 16:00:00,163.1112
226,2000,2023-01-08 16:00:00,163.1112
227,4000,2023-01-08 17:00:00,906.269
228,2000,2023-01-08 17:00:00,906.269
229,4000,2023-01-09 18:00:00,47.388999999999996
230,2000,2023-01-09 18:00:00,47.388999999999996
231,4000,2023-01-08 19:00:00,13.179199999999994
232,2000,2023-01-08 19:00:00,13.179199999999994
233,4000,2023-01-07 20:00:00,391.21659999999997
234,2000,2023-01-07 20:00:00,391.21659999999997
235,4000,2023-01-08 21:00:00,575.0953000000001
236,2000,2023-01-08 21:00:00,575.0953000000001
237,4000,2023-01-07 22:00:00,897.17
238,2000,2023-01-07 22:00:00,897.17
239,4000,2023-01-09 23:00:00,784.3897
240,2000,2023-01-09 23:00:00,784.3897
241,4000,2023-01-10 00:00:00,538.1462
242,2000,2023-01-10 00:00:00,538.1462
243,4000,2023-01-09 01:00:00,322.57849999999996
244,2000,2023-01-09 01:00:00,322.57849999999996
245,4000,2023-01-08 02:00:00,1162.3942
246,2000,2023-01-08 02:00:00,1162.3942
247,4000,2023-01-09 03:00:00,493.77540000000005
248,2000,2023-01-09 03:00:00,493.77540000000005
249,4000,2023-01-07 04:00:00,509.28839999999997
250,2000,2023-01-07 04:00:00,509.28839999999997
251,4000,2023-01-07 05:00:00,206.0365
252,2000,2023-01-07 05:00:00,206.0365
253,4000,2023-01-07 06:00:00,910.3129
254,2000,2023-01-07 06:00:00,910.3129
255,4000,2023-01-07 07:00:00,798.1338999999999
256,2000,2023-01-07 07:00:00,798.1338999999999
257,4000,2023-01-09 08:00:00,253.46650000000002
258,2000,2023-01-09 08:00:00,253.46650000000002
259,4000,2023-01-07 09:00:00,84.8887
260,2000,2023-01-07 09:00:00,84.8887
261,4000,2023-01-08 10:00:00,796.7991
262,2000,2023-01-08 10:00:00,796.7991
263,4000,2023-01-10 11:00:00,780.1698
264,2000,2023-01-10 11:00:00,780.1698
265,4000,2023-01-10 12:00:00,309.1801
266,2000,2023-01-10 12:00:00,309.1801
267,4000,2023-01-07 13:00:00,1106.4715
268,2000,2023-01-07 13:00:00,1106.4715
269,4000,2023-01-07 14:00:00,167.9976
270,2000,2023-01-07 14:00:00,167.9976
271,4000,2023-01-07 15:00:00,511.0911
272,2000,2023-01-07 15:00:00,511.0911
273,4000,2023-01-09 16:00:00,1078.9006000000002
274,2000,2023-01-09 16:00:00,1078.9006000000002
275,4000,2023-01-10 17:00:00,483.9127
276,2000,2023-01-10 17:00:00,483.9127
277,4000,2023-01-07 18:00:00,764.1844
278,2000,2023-01-07 18:00:00,764.1844
279,4000,2023-01-08 19:00:00,464.98159999999996
280,2000,2023-01-08 19:00:00,464.98159999999996
281,4000,2023-01-07 20:00:00,305.7687
282,2000,2023-01-07 20:00:00,305.7687
283,4000,2023-01-10 21:00:00,1131.607
284,2000,2023-01-10 21:00:00,1131.607
285,4000,2023-01-07 22:00:00,476.4385
286,2000,2023-01-07 22:00:00,476.4385
287,4000,2023-01-10 23:00:00,1021.7618
288,2000,2023-01-10 23:00:00,1021.7618
289,4000,2023-01-08 00:00:00,278.5984
290,2000,2023-01-08 00:00:00,278.5984
291,4000,2023-01-09 01:00:00,251.78959999999998
292,2000,2023-01-09 01:00:00,251.78959999999998
293,4000,2023-01-08 02:00:00,15.176899999999996
294,2000,2023-01-08 02:00:00,15.176899999999996
295,4000,2023-01-09 03:00:00,738.9597000000001
296,2000,2023-01-09 03:00:00,738.9597000000001
297,4000,2023-01-09 04:00:00,419.29040000000003
298,2000,2023-01-09 04:00:00,419.29040000000003
299,4000,2023-01-08 05:00:00,988.8633
300,2000,2023-01-08 05:00:00,988.8633
301,4000,2023-01-09 06:00:00,571.2225
302,2000,2023-01-09 06:00:00,571.2225
303,4000,2023-01-10 07:00:00,1109.6577
304,2000,2023-01-10 07:00:00,1109.6577
305,4000,2023-01-08 08:00:00,224.1358
306,2000,2023-01-08 08:00:00,224.1358
307,4000,2023-01-08 09:00:00,1027.8674999999998
308,2000,2023-01-08 09:00:00,1027.8674999999998
309,4000,2023-01-09 10:00:00,917.4913999999999
310,2000,2023-01-09 10:00:00,917.4913999999999
311,4000,2023-01-09 11:00:00,901.945
312,2000,2023-01-09 11:00:00,901.945
313,4000,2023-01-08 12:00:00,996.4291000000001
314,2000,2023-01-08 12:00:00,996.4291000000001
315,4000,2023-01-10 13:00:00,895.2719999999999
316,2000,2023-01-10 13:00:00,895.2719999999999
317,4000,2023-01-09 14:00:00,747.3530000000001
318,2000,2023-01-09 14:00:00,747.3530000000001
319,4000,2023-01-09 15:00:00,162.0478
320,2000,2023-01-09 15:00:00,162.0478
321,4000,2023-01-11 16:00:00,33.1272
322,2000,2023-01-11 16:00:00,33.1272
323,4000,2023-01-10 17:00:00,1075.6017
324,2000,2023-01-10 17:00:00,1075.6017
325,4000,2023-01-10 18:00:00,725.6008
326,2000,2023-01-10 18:00:00,725.6008
327,4000,2023-01-08 19:00:00,915.4059
328,2000,2023-01-08 19:00:00,915.4059
329,4000,2023-01-10 20:00:00,540.6691000000001
330,2000,2023-01-10 20:00:00,540.6691000000001
331,4000,2023-01-08 21:00:00,122.76240000000001
332,2000,2023-01-08 21:00:00,122.76240000000001
333,4000,2023-01-11 22:00:00,153.1892
334,2000,2023-01-11 22:00:00,153.1892
335,4000,2023-01-10 23:00:00,786.0815
336,2000,2023-01-10 23:00:00,786.0815
337,4000,2023-01-10 00:00:00,518.023
338,2000,2023-01-10 00:00:00,518.023
339,4000,2023-01-12 01:00:00,251.12689999999995
340,2000,2023-01-12 01:00:00,251.12689999999995
341,4000,2023-01-09 02:00:00,579.8144
342,2000,2023-01-09 02:00:00,579.8144
343,4000,2023-01-12 03:00:00,58.284800000000004
344,2000,2023-01-12 03:00:00,58.284800000000004
345,4000,2023-01-09 04:00:00,690.1727
346,2000,2023-01-09 04:00:00,690.1727
347,4000,2023-01-12 05:00:00,334.3359
348,2000,2023-01-12 05:00:00,334.3359
349,4000,2023-01-09 06:00:00,947.3258999999999
350,2000,2023-01-09 06:00:00,947.3258999999999
351,4000,2023-01-11 07:00:00,342.7985
352,2000,2023-01-11 07:00:00,342.7985
353,4000,2023-01-10 08:00:00,522.9928
354,2000,2023-01-10 08:00:00,522.9928
355,4000,2023-01-09 09:00:00,24.694100000000002
356,2000,2023-01-09 09:00:00,24.694100000000002
357,4000,2023-01-12 10:00:00,80.52999999999999
358,2000,2023-01-12 10:00:00,80.52999999999999
359,4000,2023-01-09 11:00:00,455.1416
360,2000,2023-01-09 11:00:00,455.1416
361,4000,2023-01-09 12:00:00,550.7346
362,2000,2023-01-09 12:00:00,550.7346
363,4000,2023-01-09 13:00:00,711.8838
364,2000,2023-01-09 13:00:00,711.8838
365,4000,2023-01-12 14:00:00,320.7176999999999
366,2000,2023-01-12 14:00:00,320.7176999999999
367,4000,2023-01-10 15:00:00,818.8152
368,2000,2023-01-10 15:00:00,818.8152
369,4000,2023-01-11 16:00:00,992.1648
370,2000,2023-01-11 16:00:00,992.1648
371,4000,2023-01-10 17:00:00,932.4475
372,2000,2023-01-10 17:00:00,932.4475
373,4000,2023-01-09 18:00:00,51.377700000000004
374,2000,2023-01-09 18:00:00,51.377700000000004
375,4000,2023-01-12 19:00:00,566.5809999999999
376,2000,2023-01-12 19:00:00,566.5809999999999
377,4000,2023-01-10 20:00:00,118.9977
378,2000,2023-01-10 20:00:00,118.9977
379,4000,2023-01-09 21:00:00,302.428
380,2000,2023-01-09 21:00:00,302.428
381,4000,2023-01-11 22:00:00,1134.9367
382,2000,2023-01-11 22:00:00,1134.9367
383,4000,2023-01-11 23:00:00,179.0935
384,2000,2023-01-11 23:00:00,179.0935
385,4000,2023-01-12 00:00:00,571.7529000000001
386,2000,2023-01-12 00:00:00,571.7529000000001
387,4000,2023-01-10 01:00:00,704.5301
388,2000,2023-01-10 01:00:00,704.5301
389,4000,2023-01-13 02:00:00,814.9297999999999
390,2000,2023-01-13 02:00:00,814.9297999999999
391,4000,2023-01-11 03:00:00,639.4274
392,2000,2023-01-11 03:00:00,639.4274
393,4000,2023-01-12 04:00:00,2.110199999999992
394,2000,2023-01-12 04:00:00,2.110199999999992
395,4000,2023-01-10 05:00:00,386.73670000000004
396,2000,2023-01-10 05:00:00,386.73670000000004
397,4000,2023-01-10 06:00:00,587.1184000000001
398,2000,2023-01-10 06:00:00,587.1184000000001
399,4000,2023-01-11 07:00:00,111.5309
400,2000,2023-01-11 07:00:00,111.5309
401,4000,2023-01-12 08:00:00,404.13590000000005
402,2000,2023-01-12 08:00:00,404.13590000000005
403,4000,2023-01-10 09:00:00,25.252599999999994
404,2000,2023-01-10 09:00:00,25.252599999999994
405,4000,2023-01-11 10:00:00,96.4919
406,2000,2023-01-11 10:00:00,96.4919
407,4000,2023-01-13 11:00:00,471.54620000000006
408,2000,2023-01-13 11:00:00,471.54620000000006
409,4000,2023-01-13 12:00:00,155.6014
410,2000,2023-01-13 12:00:00,155.6014
411,4000,2023-01-13 13:00:00,644.7661
412,2000,2023-01-13 13:00:00,644.7661
413,4000,2023-01-12 14:00:00,781.3591999999999
414,2000,2023-01-12 14:00:00,781.3591999999999
415,4000,2023-01-11 15:00:00,930.1883
416,2000,2023-01-11 15:00:00,930.1883
417,4000,2023-01-11 16:00:00,224.1485
418,2000,2023-01-11 16:00:00,224.1485
419,4000,2023-01-10 17:00:00,173.9547
420,2000,2023-01-10 17:00:00,173.9547
421,4000,2023-01-10 18:00:00,140.8212
422,2000,2023-01-10 18:00:00,140.8212
423,4000,2023-01-10 19:00:00,754.403
424,2000,2023-01-10 19:00:00,754.403
425,4000,2023-01-11 20:00:00,812.2465
426,2000,2023-01-11 20:00:00,812.2465
427,4000,2023-01-10 21:00:00,19.440500000000007
428,2000,2023-01-10 21:00:00,19.440500000000007
429,4000,2023-01-11 22:00:00,1072.7631000000001
430,2000,2023-01-11 22:00:00,1072.7631000000001
431,4000,2023-01-11 23:00:00,63.646699999999996
432,2000,2023-01-11 23:00:00,63.646699999999996
433,4000,2023-01-14 00:00:00,650.5893
434,2000,2023-01-14 00:00:00,650.5893
435,4000,2023-01-11 01:00:00,828.8172000000001
436,2000,2023-01-11 01:00:00,828.8172000000001
437,4000,2023-01-14 02:00:00,1027.9845
438,2000,2023-01-14 02:00:00,1027.9845
439,4000,2023-01-13 03:00:00,842.0138999999999
440,2000,2023-01-13 03:00:00,842.0138999999999
441,4000,2023-01-13 04:00:00,920.1611
442,2000,2023-01-13 04:00:00,920.1611
443,4000,2023-01-13 05:00:00,415.88540000000006
444,2000,2023-01-13 05:00:00,415.88540000000006
445,4000,2023-01-12 06:00:00,932.6707
446,2000,2023-01-12 06:00:00,932.6707
447,4000,2023-01-12 07:00:00,95.8469
448,2000,2023-01-12 07:00:00,95.8469
449,4000,2023-01-12 08:00:00,1037.5348
450,2000,2023-01-12 08:00:00,1037.5348
451,4000,2023-01-11 09:00:00,657.9216
452,2000,2023-01-11 09:00:00,657.9216
453,4000,2023-01-14 10:00:00,960.0605
454,2000,2023-01-14 10:00:00,960.0605
455,4000,2023-01-12 11:00:00,546.8013
456,2000,2023-01-12 11:00:00,546.8013
457,4000,2023-01-14 12:00:00,726.2649
458,2000,2023-01-14 12:00:00,726.2649
459,4000,2023-01-14 13:00:00,597.3253
460,2000,2023-01-14 13:00:00,597.3253
461,4000,2023-01-14 14:00:00,854.0024000000001
462,2000,2023-01-14 14:00:00,854.0024000000001
463,4000,2023-01-11 15:00:00,107.82
464,2000,2023-01-11 15:00:00,107.82
465,4000,2023-01-11 16:00:00,47.5185
466,2000,2023-01-11 16:00:00,47.5185
467,4000,2023-01-13 17:00:00,294.7404
468,2000,2023-01-13 17:00:00,294.7404
469,4000,2023-01-13 18:00:00,201.80649999999997
470,2000,2023-01-13 18:00:00,201.80649999999997
471,4000,2023-01-14 19:00:00,1012.3165
472,2000,2023-01-14 19:00:00,1012.3165
473,4000,2023-01-13 20:00:00,232.2577
474,2000,2023-01-13 20:00:00,232.2577
475,4000,2023-01-14 21:00:00,1161.6665
476,2000,2023-01-14 21:00:00,1161.6665
477,4000,2023-01-11 22:00:00,404.7804
478,2000,2023-01-11 22:00:00,404.7804
479,4000,2023-01-11 23:00:00,189.27119999999996
480,2000,2023-01-11 23:00:00,189.27119999999996
481,4000,2023-01-12 00:00:00,936.191
482,2000,2023-01-12 00:00:00,936.191
483,4000,2023-01-13 01:00:00,786.3207
484,2000,2023-01-13 01:00:00,786.3207
485,4000,2023-01-15 02:00:00,576.2837000000001
486,2000,2023-01-15 02:00:00,576.2837000000001
487,4000,2023-01-12 03:00:00,628.3793999999999
488,2000,2023-01-12 03:00:00,628.3793999999999
489,4000,2023-01-15 04:00:00,838.6758000000001
490,2000,2023-01-15 04:00:00,838.6758000000001
491,4000,2023-01-14 05:00:00,240.49909999999997
492,2000,2023-01-14 05:00:00,240.49909999999997
493,4000,2023-01-14 06:00:00,1151.7678999999998
494,2000,2023-01-14 06:00:00,1151.7678999999998
495,4000,2023-01-12 07:00:00,1156.907
496,2000,2023-01-12 07:00:00,1156.907
497,4000,2023-01-15 08:00:00,732.5708000000001
498,2000,2023-01-15 08:00:00,732.5708000000001
499,4000,2023-01-12 09:00:00,236.11450000000002
500,2000,2023-01-12 09:00:00,236.11450000000002
501,4000,2023-01-14 10:00:00,802.7078
502,2000,2023-01-14 10:00:00,802.7078
503,4000,2023-01-12 11:00:00,80.1025
504,2000,2023-01-12 11:00:00,80.1025
505,4000,2023-01-15 12:00:00,44.327600000000004
506,2000,2023-01-15 12:00:00,44.327600000000004
507,4000,2023-01-14 13:00:00,319.9907
508,2000,2023-01-14 13:00:00,319.9907
509,4000,2023-01-13 14:00:00,563.2402999999999
510,2000,2023-01-13 14:00:00,563.2402999999999
511,4000,2023-01-14 15:00:00,1013.9029
512,2000,2023-01-14 15:00:00,1013.9029
513,4000,2023-01-13 16:00:00,829.9897
514,2000,2023-01-13 16:00:00,829.9897
515,4000,2023-01-12 17:00:00,861.3215
516,2000,2023-01-12 17:00:00,861.3215
517,4000,2023-01-12 18:00:00,470.04620000000006
518,2000,2023-01-12 18:00:00,470.04620000000006
519,4000,2023-01-15 19:00:00,412.8938
520,2000,2023-01-15 19:00:00,412.8938
521,4000,2023-01-13 20:00:00,442.4878
522,2000,2023-01-13 20:00:00,442.4878
523,4000,2023-01-12 21:00:00,1167.6109999999999
524,2000,2023-01-12 21:00:00,1167.6109999999999
525,4000,2023-01-13 22:00:00,62.3789
526,2000,2023-01-13 22:00:00,62.3789
527,4000,2023-01-12 23:00:00,1020.6711
528,2000,2023-01-12 23:00:00,1020.6711
529,4000,2023-01-15 00:00:00,659.009
530,2000,2023-01-15 00:00:00,659.009
531,4000,2023-01-13 01:00:00,490.0195999999999
532,2000,2023-01-13 01:00:00,490.0195999999999
533,4000,2023-01-16 02:00:00,820.8425
534,2000,2023-01-16 02:00:00,820.8425
535,4000,2023-01-15 03:00:00,579.7486
536,2000,2023-01-15 03:00:00,579.7486
537,4000,2023-01-16 04:00:00,998.3205
538,2000,2023-01-16 04:00:00,998.3205
539,4000,2023-01-15 05:00:00,1057.7911
540,2000,2023-01-15 05:00:00,1057.7911
541,4000,2023-01-14 06:00:00,509.9751
542,2000,2023-01-14 06:00:00,509.9751
543,4000,2023-01-16 07:00:00,303.1351
544,2000,2023-01-16 07:00:00,303.1351
545,4000,2023-01-13 08:00:00,682.7850000000001
546,2000,2023-01-13 08:00:00,682.7850000000001
547,4000,2023-01-14 09:00:00,1079.5628
548,2000,2023-01-14 09:00:00,1079.5628
549,4000,2023-01-13 10:00:00,247.9855
550,2000,2023-01-13 10:00:00,247.9855
551,4000,2023-01-15 11:00:00,735.9469
552,2000,2023-01-15 11:00:00,735.9469
553,4000,2023-01-15 12:00:00,723.4866999999999
554,2000,2023-01-15 12:00:00,723.4866999999999
555,4000,2023-01-13 13:00:00,856.0855000000001
556,2000,2023-01-13 13:00:00,856.0855000000001
557,4000,2023-01-13 14:00:00,127.77859999999998
558,2000,2023-01-13 14:00:00,127.77859999999998
559,4000,2023-01-14 15:00:00,855.8569
560,2000,2023-01-14 15:00:00,855.8569
561,4000,2023-01-13 16:00:00,1066.1615
562,2000,2023-01-13 16:00:00,1066.1615
563,4000,2023-01-16 17:00:00,209.24710000000002
564,2000,2023-01-16 17:00:00,209.24710000000002
565,4000,2023-01-16 18:00:00,275.66009999999994
566,2000,2023-01-16 18:00:00,275.66009999999994
567,4000,2023-01-13 19:00:00,1140.8443
568,2000,2023-01-13 19:00:00,1140.8443
569,4000,2023-01-16 20:00:00,198.3984
570,2000,2023-01-16 20:00:00,198.3984
571,4000,2023-01-13 21:00:00,976.4469999999999
572,2000,2023-01-13 21:00:00,976.4469999999999
573,4000,2023-01-14 22:00:00,550.9517000000001
574,2000,2023-01-14 22:00:00,550.9517000000001
575,4000,2023-01-16 23:00:00,271.87510000000003
